2000
                   1.740                   2.052                  -1.945                   3.281
                   2.630                   1.660                   3.907                   4.866
                   5.370                  -4.465                  -8.783                   8.454
                   3.148                   0.497                  -8.765                   8.838
                   1.172                  -2.687                   5.350                   5.772
                   5.320                   0.365                  -1.934                   3.364
                   1.656                   1.797                  -2.103                   3.194
                   7.947                   1.193                  -8.143                   9.172
                   0.464                  -1.494                  -0.385                   1.077
                   1.889                  -6.220                  -6.875                   8.006
                   4.293                   0.571                  -2.178                   3.242
                   9.055                   6.191                  -2.138                   9.994
                   2.492                  -2.217                  -2.010                   1.952
                   4.298                  -2.566                  -2.551                   2.250
                   2.439                  -2.597                  -1.318                   1.552
                   0.603                  -2.543                  -8.300                   8.384
                   5.423                  -4.249                  -1.036                   1.261
                   2.390                   3.025                  -0.231                   3.857
                   4.484                  -9.564                  -4.852                   7.641
                   2.409                  -1.710                  -0.080                   0.347
                   9.585                  -2.870                   4.017                   5.040
                   6.158                   6.649                  -4.268                   9.743
                   2.545                   2.804                   2.416                   4.481
                   3.220                  -8.158                   2.849                   6.516
                  -2.608                  -4.894                  -5.599                   7.834
                   8.015                   3.977                  -6.318                   9.495
                   2.403                   0.048                   4.932                   5.224
                  -0.776                  -4.303                  -7.093                   8.076
                   1.647                  -6.487                   3.747                   6.349
                   0.825                  -3.173                   5.233                   5.880
                  -0.341                  -7.726                   0.385                   6.951
                   3.950                  -5.345                   4.903                   5.951
                   1.648                  -4.500                  -7.804                   8.214
                   0.534                  -0.629                  -2.270                   2.231
                   9.060                  -1.856                   3.551                   4.875
                   5.364                  -0.092                  -2.306                   3.217
                   1.062                  -1.826                  -0.661                   1.219
                   0.792                  -8.377                  -2.597                   7.356
                   2.113                  -1.306                  -8.799                   8.596
                   7.050                  -0.322                   3.183                   4.750
                   5.111                  -6.165                   4.792                   5.984
                   2.582                   2.514                  -1.034                   3.614
                   5.059                  -3.510                  -2.246                   2.002
                  -2.796                  -6.291                  -3.031                   7.454
                   6.408                   1.020                   0.992                   4.204
                   5.497                  -3.157                  -0.297                   0.173
                   5.784                  -3.856                  -0.306                   0.580
                   7.513                  -5.384                  -1.334                   1.350
                   4.869                  -0.879                  -2.730                   2.890
                   7.126                  -4.090                  -0.394                   0.154
                   5.837                  -9.366                  -6.211                   7.837
                   6.495                   0.988                   0.076                   3.993
                   0.429                  -3.907                  -7.672                   8.206
                   7.843                  -3.363                  -2.993                   2.646
                   7.813                   0.295                   1.045                   4.242
                  -1.625                  -6.296                   2.177                   6.688
                   7.033                  -0.101                  -1.681                   3.511
                   8.146                  -5.950                   4.961                   5.692
                   5.629                  -1.822                  -9.015                   8.732
                   0.023                  -7.159                   2.200                   6.667
                  -0.106                  -1.088                  -1.558                   1.771
                   8.828                   4.513                  -5.321                   9.630
                   2.363                   2.490                   3.193                   4.658
                   6.981                  -3.580                   4.928                   5.425
                   0.459                  -1.581                  -0.653                   1.255
                  -0.768                  -7.567                   0.347                   6.961
                   7.839                   0.255                   1.237                   4.286
                   1.469                   1.574                  -8.625                   8.847
                   7.845                  -1.161                  -2.283                   3.313
                   2.398                   2.413                   3.285                   4.690
                   3.636                  -3.158                  -1.677                   1.708
                   5.109                  -3.786                  -0.505                   0.877
                   1.751                  -2.259                  -0.662                   1.191
                   4.127                 -10.307                  -0.620                   7.055
                   5.468                  -4.175                  -0.801                   1.118
                   1.168                  -0.952                   5.409                   5.502
                   8.879                  -0.771                  -1.339                   3.670
                   3.401                  -1.000                  -8.896                   8.700
                   4.425                  -9.191                   2.412                   6.584
                   3.509                  -1.056                  -8.854                   8.697
                   3.462                  -8.208                   3.015                   6.487
                  -0.384                  -0.881                  -1.506                   1.777
                   1.938                  -1.504                  -2.316                   2.181
                   2.427                   5.011                  -7.381                   9.254
                   8.845                   4.223                  -5.741                   9.584
                   0.302                  -2.057                   5.478                   5.751
