# First column is original location on swiss roll
# Next columns are points in diffusion space
# In gnuplot to plot the first dimensions try:
#   plot 'evects.dat' u 2:3:1 w points palette
# time =     0.000000
# bandwidth =    10.000000
   -0.081000    0.011805    0.033614    0.000974
    0.660000    0.016031   -0.021957   -0.031919
    0.196000   -0.026902   -0.020525   -0.009866
    0.027000   -0.032659   -0.012398   -0.002188
   -0.517000   -0.007286    0.030213    0.023387
   -0.607000   -0.019503   -0.019096    0.031746
    0.572000   -0.010956    0.026142   -0.031537
   -0.075000    0.003177   -0.034316    0.005173
   -0.063000    0.000627    0.035870    0.000358
    0.622000   -0.025686    0.005646   -0.033830
    0.359000    0.032481   -0.003751   -0.017254
    0.201000   -0.015911    0.030704   -0.013983
   -0.714000    0.024193    0.004662    0.036400
   -0.559000   -0.023437    0.019135    0.025511
   -0.638000   -0.027243   -0.000592    0.031269
   -0.385000   -0.030813   -0.008557    0.018351
    0.222000   -0.030258    0.015248   -0.014234
   -0.028000    0.034642    0.000859    0.001347
   -0.077000   -0.029587   -0.018353    0.003711
   -0.367000   -0.032406    0.004187    0.016346
   -0.438000   -0.008492    0.032108    0.018956
   -0.651000   -0.017628    0.022353    0.030492
    0.498000   -0.000594    0.030287   -0.027797
   -0.030000    0.000793   -0.034670    0.003464
   -0.457000    0.000519   -0.030255    0.024462
   -0.731000   -0.000155    0.026090    0.034539
   -0.197000   -0.030245    0.017752    0.007808
    0.195000    0.033452    0.008755   -0.010711
   -0.351000    0.029751   -0.012980    0.019672
    0.139000    0.033819    0.008348   -0.007381
    0.245000    0.021882    0.025832   -0.014305
    0.516000    0.027146   -0.014675   -0.024880
    0.294000    0.029707    0.016018   -0.016305
   -0.089000   -0.008733   -0.033106    0.006577
   -0.052000   -0.034428   -0.003920    0.001405
   -0.361000   -0.023306   -0.021994    0.019016
   -0.579000    0.023903   -0.013054    0.030209
    0.017000   -0.034748    0.002506   -0.003040
   -0.734000   -0.022335    0.011584    0.035050
    0.653000   -0.014584   -0.022238   -0.032609
    0.434000   -0.002524   -0.032088   -0.020639
    0.572000   -0.026498    0.008619   -0.031490
    0.428000   -0.026372   -0.016634   -0.022052
    0.357000    0.008475    0.031863   -0.021455
   -0.378000   -0.018842    0.028275    0.016706
    0.321000   -0.015664   -0.029778   -0.015856
    0.218000    0.027121   -0.020896   -0.008910
    0.007000   -0.025921   -0.023357   -0.000630
    0.348000   -0.020335   -0.026029   -0.016914
   -0.041000    0.034073    0.006444    0.002632
    0.152000   -0.033455    0.007821   -0.009620
   -0.654000   -0.001149    0.028211    0.031381
   -0.045000   -0.022424   -0.026244    0.003264
   -0.681000    0.025213    0.002882    0.034850
   -0.206000   -0.025142    0.023850    0.007536
    0.727000    0.022125   -0.012000   -0.036848
    0.655000    0.024267    0.010932   -0.034454
   -0.261000    0.014257    0.031402    0.010962
    0.672000   -0.024155   -0.006976   -0.035264
    0.013000    0.011765    0.033698   -0.003958
   -0.097000   -0.026345    0.023552    0.001718
    0.623000   -0.025756    0.007460   -0.033324
    0.148000    0.017626    0.030228   -0.010124
   -0.603000   -0.013127   -0.023593    0.031046
   -0.222000   -0.004609    0.034955    0.008278
   -0.448000   -0.027720   -0.013980    0.022786
    0.009000    0.035086   -0.001286   -0.000245
   -0.356000    0.031039    0.011307    0.017713
   -0.419000    0.022321   -0.021175    0.022940
    0.489000   -0.017705    0.024024   -0.027993
    0.558000   -0.004597   -0.029535   -0.026931
    0.268000   -0.004996    0.033303   -0.016341
    0.461000   -0.020371    0.022960   -0.025855
    0.732000    0.015527   -0.020110   -0.036107
   -0.425000    0.000241   -0.030620    0.022903
    0.272000    0.008827   -0.032766   -0.011873
   -0.272000   -0.033634    0.006418    0.011593
    0.191000    0.024941    0.024598   -0.010957
    0.242000    0.002155    0.033767   -0.015622
    0.143000   -0.002415    0.034660   -0.010652
    0.142000    0.026801    0.022403   -0.008753
    0.497000   -0.011028   -0.028816   -0.024287
    0.239000    0.025103    0.023749   -0.013931
    0.261000    0.007871    0.032772   -0.016237
    0.427000    0.031570   -0.002718   -0.021088
