    0.022361   -0.008278   -0.003555   -0.000157
    0.022361   -0.003098    0.012785    0.025651
    0.022361    0.038476   -0.004054   -0.030174
    0.022361    0.040992   -0.014308   -0.017834
    0.022361    0.003151    0.026025    0.031917
    0.022361   -0.008130   -0.003033    0.000823
    0.022361   -0.008387   -0.003937   -0.000867
    0.022361    0.045136   -0.033247    0.009002
    0.022361   -0.009177   -0.006792   -0.006426
    0.022361    0.033144    0.012750   -0.036964
    0.022361   -0.008315   -0.003681   -0.000379
    0.022361    0.049600   -0.058103    0.059847
    0.022361   -0.009096   -0.006492   -0.005819
    0.022361   -0.009017   -0.006201   -0.005235
    0.022361   -0.009150   -0.006690   -0.006218
    0.022361    0.036546    0.002772   -0.034389
    0.022361   -0.009154   -0.006701   -0.006231
    0.022361   -0.006679    0.001892    0.009538
    0.022361    0.028998    0.021471   -0.031683
    0.022361   -0.009178   -0.006795   -0.006431
    0.022361   -0.002221    0.014647    0.026186
    0.022361    0.049135   -0.055390    0.053948
    0.022361   -0.004379    0.009264    0.021462
    0.022361    0.011395    0.033604    0.014290
    0.022361    0.029897    0.020933   -0.034831
    0.022361    0.048139   -0.049702    0.041861
    0.022361   -0.000934    0.018050    0.030066
    0.022361    0.032973    0.013505   -0.037316
    0.022361    0.009003    0.032189    0.020952
    0.022361    0.003848    0.027108    0.031447
    0.022361    0.018895    0.035430   -0.008680
    0.022361    0.005064    0.028835    0.029803
    0.022361    0.035376    0.006614   -0.036575
    0.022361   -0.009017   -0.006200   -0.005241
    0.022361   -0.003035    0.012550    0.024096
    0.022361   -0.008343   -0.003780   -0.000560
    0.022361   -0.009173   -0.006775   -0.006391
    0.022361    0.022307    0.033443   -0.018446
    0.022361    0.039092   -0.006287   -0.027670
    0.022361   -0.003984    0.010110    0.021751
    0.022361    0.005188    0.029059    0.029742
    0.022361   -0.007578   -0.001144    0.004210
    0.022361   -0.009092   -0.006473   -0.005774
    0.022361    0.024076    0.031552   -0.023475
    0.022361   -0.005713    0.005027    0.014728
    0.022361   -0.009165   -0.006742   -0.006316
    0.022361   -0.009165   -0.006744   -0.006317
    0.022361   -0.009150   -0.006687   -0.006199
    0.022361   -0.008653   -0.004879   -0.002646
    0.022361   -0.009160   -0.006724   -0.006275
    0.022361    0.031906    0.015707   -0.036593
    0.022361   -0.006520    0.002424    0.010479
    0.022361    0.034754    0.008476   -0.036905
    0.022361   -0.008825   -0.005500   -0.003853
    0.022361   -0.005752    0.004889    0.014472
    0.022361    0.015580    0.034922    0.001452
