    4.168793    0.031623   -0.006317    0.004067    0.010335
    5.235729    0.031623   -0.000407    0.019917    0.021324
    6.919674    0.031623    0.020855    0.052922    0.009729
    6.134766    0.031623    0.011731    0.043932    0.022046
    2.884212    0.031623   -0.010022   -0.007777   -0.002815
    9.844189    0.031623    0.079228   -0.083220    0.099923
    4.080341    0.031623   -0.007036    0.001875    0.008187
    5.432020    0.031623    0.001847    0.025007    0.022767
    1.119665    0.031623   -0.010491   -0.009366   -0.004832
    8.692023    0.031623    0.061337   -0.018485   -0.056234
    0.154535    0.031623   -0.010463   -0.009266   -0.004688
    5.844098    0.031623    0.007063    0.035978    0.024260
    1.867681    0.031623   -0.010415   -0.009093   -0.004437
    8.507914    0.031623    0.060164   -0.015030   -0.060978
    8.717081    0.031623    0.061053   -0.018252   -0.052308
    1.997876    0.031623   -0.010423   -0.009127   -0.004493
    6.165346    0.031623    0.011769    0.044026    0.022093
    8.397770    0.031623    0.056204   -0.004350   -0.068509
    6.093241    0.031623    0.010555    0.042053    0.022815
    7.106228    0.031623    0.022275    0.052476    0.006435
    3.097012    0.031623   -0.009737   -0.006837   -0.001697
    7.313017    0.031623    0.024486    0.050541    0.000531
    0.713995    0.031623   -0.010423   -0.009118   -0.004461
    7.098691    0.031623    0.022112    0.051946    0.006479
    0.456173    0.031623   -0.010447   -0.009203   -0.004584
    2.047438    0.031623   -0.010434   -0.009171   -0.004578
    4.168904    0.031623   -0.006585    0.003257    0.009567
    4.142207    0.031623   -0.006709    0.002877    0.009185
    3.058008    0.031623   -0.009883   -0.007318   -0.002270
    4.658315    0.031623   -0.004876    0.008213    0.013912
    3.971959    0.031623   -0.007426    0.000597    0.006671
    7.967434    0.031623    0.047731    0.014036   -0.062296
    5.336377    0.031623    0.000755    0.022547    0.022075
    7.850376    0.031623    0.044692    0.019467   -0.055326
    5.056696    0.031623   -0.001667    0.016751    0.019624
    7.248645    0.031623    0.023778    0.051310    0.002497
    1.235213    0.031623   -0.010394   -0.009014   -0.004314
    9.213671    0.031623    0.070525   -0.049465    0.005390
    0.139092    0.031623   -0.010426   -0.009131   -0.004491
    7.330996    0.031623    0.024738    0.050231   -0.000116
    1.318220    0.031623   -0.010427   -0.009131   -0.004479
    9.543777    0.031623    0.076910   -0.073962    0.072269
    8.568686    0.031623    0.059249   -0.012497   -0.062648
    4.821679    0.031623   -0.004118    0.010332    0.015573
    0.337067    0.031623   -0.010423   -0.009121   -0.004471
    4.066338    0.031623   -0.007333    0.000969    0.007292
    5.642270    0.031623    0.003979    0.029573    0.023609
    4.090957    0.031623   -0.006782    0.002632    0.008878
    5.540843    0.031623    0.002543    0.026542    0.023187
    6.420028    0.031623    0.015549    0.048190    0.016977
    4.054348    0.031623   -0.007056    0.001806    0.008092
    6.889722    0.031623    0.020581    0.053030    0.010361
    0.046571    0.031623   -0.010453   -0.009232   -0.004639
    4.286430    0.031623   -0.006363    0.003925    0.010220
    7.874381    0.031623    0.045881    0.017196   -0.057468
    1.480176    0.031623   -0.010481   -0.009333   -0.004786
    1.450563    0.031623   -0.010418   -0.009098   -0.004434
    4.300737    0.031623   -0.006215    0.004373    0.010656
    5.622447    0.031623    0.002955    0.027361    0.023258
    0.347748    0.031623   -0.010414   -0.009087   -0.004424
    5.893462    0.031623    0.005452    0.032110    0.023150
    2.137316    0.031623   -0.010276   -0.008609   -0.003788
    0.640316    0.031623   -0.010471   -0.009289   -0.004706
    6.564364    0.031623    0.017601    0.050754    0.014870
    1.773928    0.031623   -0.010432   -0.009151   -0.004516
    9.033834    0.031623    0.067367   -0.038920   -0.014341
    8.885569    0.031623    0.065705   -0.032506   -0.032385
    1.807512    0.031623   -0.010450   -0.009218   -0.004615
    8.807523    0.031623    0.062976   -0.023722   -0.047236
    0.030347    0.031623   -0.010461   -0.009269   -0.004717
    5.582419    0.031623    0.004536    0.030901    0.024006
    4.569516    0.031623   -0.005333    0.006930    0.012883
    4.639316    0.031623   -0.004485    0.009527    0.015491
    4.685321    0.031623   -0.004355    0.009972    0.016048
    7.781150    0.031623    0.043074    0.022178   -0.051134
    0.167589    0.031623   -0.010417   -0.009099   -0.004446
    7.586939    0.031623    0.037334    0.031295   -0.035419
    5.077515    0.031623   -0.002762    0.013970    0.018088
    5.128767    0.031623   -0.001472    0.017219    0.019861
    5.020131    0.031623   -0.002595    0.014449    0.018529
    9.768584    0.031623    0.078605   -0.080626    0.091201
    8.145689    0.031623    0.052931    0.003141   -0.068115
    9.554734    0.031623    0.077781   -0.077431    0.082596
    7.313374    0.031623    0.024480    0.050558    0.000566
    6.721152    0.031623    0.019153    0.052223    0.012954
    5.046420    0.031623   -0.002832    0.013870    0.018288
    5.104511    0.031623   -0.002040    0.015811    0.019183
    3.739951    0.031623   -0.008214   -0.001819    0.004268
    9.718840    0.031623    0.078299   -0.079407    0.087602
    7.135004    0.031623    0.022547    0.051934    0.005618
    1.388628    0.031623   -0.010486   -0.009348   -0.004808
    7.868994    0.031623    0.046636    0.015715   -0.058733
    4.546936    0.031623   -0.004732    0.008885    0.015104
    8.669609    0.031623    0.060717   -0.016676   -0.058179
    8.133781    0.031623    0.052023    0.005054   -0.067022
    6.770290    0.031623    0.019847    0.052729    0.011662
    1.207604    0.031623   -0.010451   -0.009218   -0.004599
    2.939612    0.031623   -0.009992   -0.007681   -0.002705
    3.989521    0.031623   -0.007700   -0.000165    0.006138
    4.560757    0.031623   -0.004696    0.008984    0.015180
    8.477728    0.031623    0.060253   -0.015362   -0.060456
    2.924246    0.031623   -0.009844   -0.007163   -0.002008
    2.029160    0.031623   -0.010438   -0.009187   -0.004601
    6.875169    0.031623    0.020475    0.052801    0.010496
    9.574932    0.031623    0.078537   -0.080502    0.092117
    6.267328    0.031623    0.012549    0.044481    0.020415
    7.658754    0.031623    0.037863    0.030398   -0.036549
    8.821324    0.031623    0.062605   -0.022743   -0.047288
    7.933861    0.031623    0.048024    0.013097   -0.061371
    6.979955    0.031623    0.021197    0.052500    0.008783
    5.017975    0.031623   -0.003143    0.012980    0.017481
    6.791936    0.031623    0.019740    0.052534    0.011923
    0.746993    0.031623   -0.010460   -0.009248   -0.004643
    7.909680    0.031623    0.046439    0.016339   -0.059247
    5.946759    0.031623    0.006522    0.034083    0.022881
    6.383664    0.031623    0.015096    0.047741    0.017652
    8.711376    0.031623    0.061203   -0.018395   -0.053978
    3.883381    0.031623   -0.007992   -0.001205    0.004696
    1.597969    0.031623   -0.010422   -0.009117   -0.004462
    1.799368    0.031623   -0.010410   -0.009076   -0.004411
